#rname,startpos,endpos,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq
NW_003573890.1,1,65905,0,0,0,0,0,0
NW_003573891.1,1,63572,0,0,0,0,0,0
NW_003573892.1,1,63432,0,0,0,0,0,0
NW_003573893.1,1,63064,0,0,0,0,0,0
NW_003573894.1,1,72178,0,0,0,0,0,0
NW_003573895.1,1,62640,0,0,0,0,0,0
NW_003573896.1,1,94603,0,0,0,0,0,0
NW_003573897.1,1,68825,0,0,0,0,0,0
NW_003573898.1,1,64169,0,0,0,0,0,0
NW_003573899.1,1,85056,0,0,0,0,0,0
NW_003573900.1,1,62612,0,0,0,0,0,0
NW_003573901.1,1,81193,0,0,0,0,0,0
NW_003573902.1,1,67022,0,0,0,0,0,0
NW_003573903.1,1,61068,0,0,0,0,0,0
NW_003573904.1,1,63725,0,0,0,0,0,0
NW_003573905.1,1,62707,0,0,0,0,0,0
NW_003573907.1,1,115169,0,0,0,0,0,0
NW_003573908.1,1,61670,0,0,0,0,0,0
NW_003573909.1,1,64141,0,0,0,0,0,0
NW_003573910.1,1,60425,0,0,0,0,0,0
NW_003573911.1,1,63893,0,0,0,0,0,0
NW_003573912.1,1,83806,0,0,0,0,0,0
NW_003573913.1,1,67087,0,0,0,0,0,0
NW_003573914.1,1,65824,0,0,0,0,0,0
NW_003573915.1,1,77125,0,0,0,0,0,0
NW_003573916.1,1,66557,0,0,0,0,0,0
NW_003573917.1,1,60580,0,0,0,0,0,0
NW_003573918.1,1,58927,0,0,0,0,0,0
NW_003573919.1,1,79112,0,0,0,0,0,0
NW_003573920.1,1,58742,0,0,0,0,0,0
NW_003573921.1,1,58308,0,0,0,0,0,0
NW_003573922.1,1,74338,0,0,0,0,0,0
NW_003573923.1,1,58073,0,0,0,0,0,0
NW_003573924.1,1,79588,0,0,0,0,0,0
NW_003573925.1,1,66507,0,0,0,0,0,0
NW_003573926.1,1,62389,0,0,0,0,0,0
NW_003573927.1,1,74786,0,0,0,0,0,0
NW_003573928.1,1,57788,0,0,0,0,0,0
NW_003573929.1,1,57186,0,0,0,0,0,0
NW_003573930.1,1,57371,0,0,0,0,0,0
NW_003573931.1,1,56390,0,0,0,0,0,0
NW_003573932.1,1,55731,0,0,0,0,0,0
NW_003573933.1,1,55126,0,0,0,0,0,0
NW_003573934.1,1,54987,0,0,0,0,0,0
NW_003573936.1,1,54719,0,0,0,0,0,0
NW_003573937.1,1,54768,0,0,0,0,0,0
NW_003573938.1,1,54575,0,0,0,0,0,0
NW_003573939.1,1,72865,0,0,0,0,0,0
NW_003573940.1,1,54026,0,0,0,0,0,0
NW_003573941.1,1,53662,0,0,0,0,0,0
NW_003573942.1,1,53284,0,0,0,0,0,0
NW_003573943.1,1,54947,0,0,0,0,0,0
NW_003573944.1,1,52645,0,0,0,0,0,0
NW_003573945.1,1,59153,0,0,0,0,0,0
NW_003573946.1,1,62673,0,0,0,0,0,0
NW_003573947.1,1,57560,0,0,0,0,0,0
NW_003573948.1,1,52616,0,0,0,0,0,0
NW_003573949.1,1,68984,0,0,0,0,0,0
NW_003573950.1,1,51815,0,0,0,0,0,0
NW_003573951.1,1,53078,0,0,0,0,0,0
NW_003573952.1,1,51028,0,0,0,0,0,0
NW_003573953.1,1,50890,0,0,0,0,0,0
NW_003573954.1,1,50478,0,0,0,0,0,0
NW_003573955.1,1,50084,0,0,0,0,0,0
NW_003573956.1,1,64462,0,0,0,0,0,0
NW_003573957.1,1,51618,0,0,0,0,0,0
NW_003573958.1,1,49523,0,0,0,0,0,0
NW_003573959.1,1,49446,0,0,0,0,0,0
NW_003573960.1,1,60164,0,0,0,0,0,0
NW_003573961.1,1,49289,0,0,0,0,0,0
NW_003573962.1,1,49448,0,0,0,0,0,0
NW_003573963.1,1,53155,0,0,0,0,0,0
NW_003573964.1,1,54294,0,0,0,0,0,0
NW_003573965.1,1,49114,0,0,0,0,0,0
NW_003573966.1,1,49191,0,0,0,0,0,0
NW_003573967.1,1,49087,0,0,0,0,0,0
NW_003573968.1,1,48928,0,0,0,0,0,0
NW_003573969.1,1,48740,0,0,0,0,0,0
NW_003573970.1,1,57733,0,0,0,0,0,0
NW_003573971.1,1,49935,0,0,0,0,0,0
NW_003573972.1,1,48628,0,0,0,0,0,0
NW_003573973.1,1,48715,0,0,0,0,0,0
NW_003573974.1,1,48853,0,0,0,0,0,0
NW_003573975.1,1,48533,0,0,0,0,0,0
NW_003573976.1,1,48511,0,0,0,0,0,0
NW_003573977.1,1,51584,0,0,0,0,0,0
NW_003573978.1,1,89331,0,0,0,0,0,0
NW_003573979.1,1,47522,0,0,0,0,0,0
NW_003573980.1,1,46940,0,0,0,0,0,0
NW_003573981.1,1,54997,0,0,0,0,0,0
NW_003573982.1,1,46768,0,0,0,0,0,0
NW_003573983.1,1,46560,0,0,0,0,0,0
NW_003573984.1,1,55512,0,0,0,0,0,0
NW_003573985.1,1,47085,0,0,0,0,0,0
NW_003573986.1,1,45805,0,0,0,0,0,0
NW_003573987.1,1,46855,0,0,0,0,0,0
NW_003573988.1,1,67385,0,0,0,0,0,0
NW_003573989.1,1,58464,0,0,0,0,0,0
NW_003573990.1,1,49685,0,0,0,0,0,0
NW_003573991.1,1,52893,0,0,0,0,0,0
NW_003573992.1,1,45129,0,0,0,0,0,0
NW_003573993.1,1,56442,0,0,0,0,0,0
NW_003573994.1,1,44554,0,0,0,0,0,0
NW_003573995.1,1,68866,0,0,0,0,0,0
NW_003573996.1,1,54474,0,0,0,0,0,0
NW_003573997.1,1,44206,0,0,0,0,0,0
NW_003573998.1,1,49530,0,0,0,0,0,0
NW_003573999.1,1,67288,0,0,0,0,0,0
NW_003574000.1,1,43646,0,0,0,0,0,0
NW_003574001.1,1,43393,0,0,0,0,0,0
NW_003574002.1,1,43332,0,0,0,0,0,0
NW_003574003.1,1,43299,0,0,0,0,0,0
NW_003574004.1,1,43398,0,0,0,0,0,0
NW_003574005.1,1,42746,0,0,0,0,0,0
NW_003574006.1,1,71984,0,0,0,0,0,0
NW_003574007.1,1,53155,0,0,0,0,0,0
NW_003574008.1,1,45737,0,0,0,0,0,0
NW_003574009.1,1,53203,0,0,0,0,0,0
NW_003574010.1,1,42084,0,0,0,0,0,0
NW_003574011.1,1,42084,0,0,0,0,0,0
NW_003574012.1,1,42975,0,0,0,0,0,0
NW_003574013.1,1,41670,0,0,0,0,0,0
NW_003574014.1,1,58348,0,0,0,0,0,0
NW_003574015.1,1,41430,0,0,0,0,0,0
NW_003574016.1,1,43395,0,0,0,0,0,0
NW_003574017.1,1,41186,0,0,0,0,0,0
NW_003574018.1,1,41597,0,0,0,0,0,0
NW_003574019.1,1,51797,0,0,0,0,0,0
NW_003574020.1,1,64750,0,0,0,0,0,0
NW_003574021.1,1,40710,0,0,0,0,0,0
NW_003574022.1,1,41700,0,0,0,0,0,0
NW_003574023.1,1,43354,0,0,0,0,0,0
NW_003574024.1,1,40206,0,0,0,0,0,0
NW_003574025.1,1,43789,0,0,0,0,0,0
NW_003574026.1,1,46707,0,0,0,0,0,0
NW_003574027.1,1,39919,0,0,0,0,0,0
NW_003574028.1,1,54288,0,0,0,0,0,0
NW_003574029.1,1,40664,0,0,0,0,0,0
NW_003574030.1,1,39678,0,0,0,0,0,0
NW_003574031.1,1,55445,0,0,0,0,0,0
NW_003574032.1,1,64046,0,0,0,0,0,0
NW_003574033.1,1,39647,0,0,0,0,0,0
NW_003574034.1,1,64908,0,0,0,0,0,0
NW_003574035.1,1,38225,0,0,0,0,0,0
NW_003574036.1,1,38821,0,0,0,0,0,0
NW_003574037.1,1,37863,0,0,0,0,0,0
NW_003574038.1,1,37860,0,0,0,0,0,0
NW_003574040.1,1,37551,0,0,0,0,0,0
NW_003574041.1,1,37538,0,0,0,0,0,0
NW_003574042.1,1,40178,0,0,0,0,0,0
NW_003574043.1,1,66383,0,0,0,0,0,0
NW_003574044.1,1,48265,0,0,0,0,0,0
NW_003574045.1,1,69206,0,0,0,0,0,0
NW_003574046.1,1,36788,0,0,0,0,0,0
NW_003574047.1,1,43147,0,0,0,0,0,0
NW_003574048.1,1,41469,0,0,0,0,0,0
NW_003574049.1,1,35957,0,0,0,0,0,0
NW_003574050.1,1,35653,0,0,0,0,0,0
NW_003574051.1,1,35486,0,0,0,0,0,0
NW_003574052.1,1,35284,0,0,0,0,0,0
NW_003574053.1,1,57823,0,0,0,0,0,0
NW_003574054.1,1,35005,0,0,0,0,0,0
NW_003574055.1,1,38348,0,0,0,0,0,0
NW_003574056.1,1,34927,0,0,0,0,0,0
NW_003574057.1,1,35352,0,0,0,0,0,0
NW_003574058.1,1,34654,0,0,0,0,0,0
NW_003574059.1,1,34622,0,0,0,0,0,0
NW_003574060.1,1,51312,0,0,0,0,0,0
NW_003574061.1,1,34396,0,0,0,0,0,0
NW_003574062.1,1,37149,0,0,0,0,0,0
NW_003574063.1,1,33992,0,0,0,0,0,0
NW_003574064.1,1,33970,0,0,0,0,0,0
NW_003574065.1,1,33924,0,0,0,0,0,0
NW_003574066.1,1,33840,0,0,0,0,0,0
NW_003574067.1,1,34803,0,0,0,0,0,0
NW_003574068.1,1,35242,0,0,0,0,0,0
NW_003574069.1,1,33488,0,0,0,0,0,0
NW_003574070.1,1,33441,0,0,0,0,0,0
NW_003574071.1,1,43102,0,0,0,0,0,0
NW_003574072.1,1,47998,0,0,0,0,0,0
NW_003574073.1,1,61899,0,0,0,0,0,0
NW_003574074.1,1,33122,0,0,0,0,0,0
NW_003574075.1,1,33054,0,0,0,0,0,0
NW_003574076.1,1,33318,0,0,0,0,0,0
NW_003574077.1,1,32974,0,0,0,0,0,0
NW_003574078.1,1,32965,0,0,0,0,0,0
NW_003574079.1,1,59646,0,0,0,0,0,0
NW_003574080.1,1,33778,0,0,0,0,0,0
NW_003574081.1,1,41378,0,0,0,0,0,0
NW_003574082.1,1,32289,0,0,0,0,0,0
NW_003574083.1,1,32279,0,0,0,0,0,0
NW_003574084.1,1,32319,0,0,0,0,0,0
NW_003574085.1,1,32062,0,0,0,0,0,0
NW_003574086.1,1,32345,0,0,0,0,0,0
NW_003574087.1,1,31957,0,0,0,0,0,0
NW_003574088.1,1,52766,0,0,0,0,0,0
NW_003574089.1,1,32234,0,0,0,0,0,0
NW_003574090.1,1,49335,0,0,0,0,0,0
NW_003574091.1,1,30974,0,0,0,0,0,0
NW_003574092.1,1,30956,0,0,0,0,0,0
NW_003574093.1,1,30973,0,0,0,0,0,0
NW_003574094.1,1,30797,0,0,0,0,0,0
NW_003574095.1,1,30393,0,0,0,0,0,0
NW_003574096.1,1,31766,0,0,0,0,0,0
NW_003574097.1,1,30192,0,0,0,0,0,0
NW_003574098.1,1,33812,0,0,0,0,0,0
NW_003574099.1,1,30075,0,0,0,0,0,0
NW_003574101.1,1,50635,0,0,0,0,0,0
NW_003574102.1,1,29970,0,0,0,0,0,0
NW_003574103.1,1,33946,0,0,0,0,0,0
NW_003574104.1,1,29637,0,0,0,0,0,0
NW_003574105.1,1,31253,0,0,0,0,0,0
NW_003574106.1,1,29338,0,0,0,0,0,0
NW_003574107.1,1,29117,0,0,0,0,0,0
NW_003574108.1,1,29169,0,0,0,0,0,0
NW_003574109.1,1,28561,0,0,0,0,0,0
NW_003574110.1,1,60393,0,0,0,0,0,0
NW_003574111.1,1,28414,0,0,0,0,0,0
NW_003574112.1,1,28272,0,0,0,0,0,0
NW_003574113.1,1,28219,0,0,0,0,0,0
NW_003574114.1,1,28011,0,0,0,0,0,0
NW_003574115.1,1,27943,0,0,0,0,0,0
NW_003574116.1,1,27806,0,0,0,0,0,0
NW_003574117.1,1,27713,0,0,0,0,0,0
NW_003574118.1,1,27650,0,0,0,0,0,0
NW_003574119.1,1,55717,0,0,0,0,0,0
NW_003574120.1,1,27476,0,0,0,0,0,0
NW_003574121.1,1,27457,0,0,0,0,0,0
NW_003574122.1,1,27455,0,0,0,0,0,0
NW_003574123.1,1,54670,0,0,0,0,0,0
NW_003574124.1,1,27278,0,0,0,0,0,0
NW_003574125.1,1,27197,0,0,0,0,0,0
NW_003574126.1,1,32514,0,0,0,0,0,0
NW_003574127.1,1,27567,0,0,0,0,0,0
NW_003574128.1,1,27042,0,0,0,0,0,0
NW_003574129.1,1,29202,0,0,0,0,0,0
NW_003574130.1,1,52024,0,0,0,0,0,0
NW_003574131.1,1,26594,0,0,0,0,0,0
NW_003574132.1,1,42201,0,0,0,0,0,0
NW_003574133.1,1,26521,0,0,0,0,0,0
NW_003574134.1,1,26432,0,0,0,0,0,0
NW_003574135.1,1,26422,0,0,0,0,0,0
NW_003574136.1,1,26097,0,0,0,0,0,0
NW_003574137.1,1,25971,0,0,0,0,0,0
NW_003574138.1,1,25825,0,0,0,0,0,0
NW_003574139.1,1,27051,0,0,0,0,0,0
NW_003574140.1,1,25730,0,0,0,0,0,0
NW_003574141.1,1,47332,0,0,0,0,0,0
NW_003574142.1,1,25949,0,0,0,0,0,0
NW_003574143.1,1,25409,0,0,0,0,0,0
NW_003574144.1,1,25850,0,0,0,0,0,0
NW_003574145.1,1,25589,0,0,0,0,0,0
NW_003574146.1,1,25200,0,0,0,0,0,0
NW_003574147.1,1,25146,0,0,0,0,0,0
NW_003574148.1,1,25045,0,0,0,0,0,0
NW_003574149.1,1,24857,0,0,0,0,0,0
NW_003574150.1,1,24608,0,0,0,0,0,0
NW_003574151.1,1,24575,0,0,0,0,0,0
NW_003574152.1,1,25639,0,0,0,0,0,0
NW_003574153.1,1,24266,0,0,0,0,0,0
NW_003574154.1,1,24258,0,0,0,0,0,0
NW_003574155.1,1,24224,0,0,0,0,0,0
NW_003574156.1,1,24174,0,0,0,0,0,0
NW_003574157.1,1,24049,0,0,0,0,0,0
NW_003574158.1,1,53785,0,0,0,0,0,0
NW_003574159.1,1,23943,0,0,0,0,0,0
NW_003574160.1,1,23691,0,0,0,0,0,0
NW_003574161.1,1,23497,0,0,0,0,0,0
NW_003574162.1,1,23600,0,0,0,0,0,0
NW_003574163.1,1,23588,0,0,0,0,0,0
NW_003574164.1,1,23073,0,0,0,0,0,0
NW_003574165.1,1,23054,0,0,0,0,0,0
NW_003574166.1,1,22996,0,0,0,0,0,0
NW_003574167.1,1,22983,0,0,0,0,0,0
NW_003574168.1,1,44183,0,0,0,0,0,0
NW_003574169.1,1,22773,0,0,0,0,0,0
NW_003574170.1,1,22627,0,0,0,0,0,0
NW_003574171.1,1,22611,0,0,0,0,0,0
NW_003574172.1,1,22587,0,0,0,0,0,0
NW_003574173.1,1,24486,0,0,0,0,0,0
NW_003574174.1,1,22539,0,0,0,0,0,0
NW_003574175.1,1,22536,0,0,0,0,0,0
NW_003574176.1,1,22522,0,0,0,0,0,0
NW_003574177.1,1,22770,0,0,0,0,0,0
NW_003574178.1,1,22389,0,0,0,0,0,0
NW_003574180.1,1,22359,0,0,0,0,0,0
NW_003574181.1,1,51884,0,0,0,0,0,0
NW_003574182.1,1,22268,0,0,0,0,0,0
NW_003574183.1,1,22679,0,0,0,0,0,0
NW_003574184.1,1,22166,0,0,0,0,0,0
NW_003574185.1,1,22456,0,0,0,0,0,0
NW_003574186.1,1,23299,0,0,0,0,0,0
NW_003574187.1,1,21877,0,0,0,0,0,0
NW_003574188.1,1,21846,0,0,0,0,0,0
NW_003574189.1,1,22725,0,0,0,0,0,0
NW_003574190.1,1,21812,0,0,0,0,0,0
NW_003574191.1,1,21808,0,0,0,0,0,0
NW_003574192.1,1,21568,0,0,0,0,0,0
NW_003574193.1,1,48751,0,0,0,0,0,0
NW_003574194.1,1,21501,0,0,0,0,0,0
NW_003574195.1,1,21458,0,0,0,0,0,0
NW_003574196.1,1,21421,0,0,0,0,0,0
NW_003574197.1,1,21241,0,0,0,0,0,0
NW_003574198.1,1,38449,0,0,0,0,0,0
NW_003574199.1,1,138731,0,0,0,0,0,0
NW_003574200.1,1,22488,0,0,0,0,0,0
NW_003574201.1,1,20809,0,0,0,0,0,0
NW_003574202.1,1,20754,0,0,0,0,0,0
NW_003574203.1,1,21933,0,0,0,0,0,0
NW_003574204.1,1,20669,0,0,0,0,0,0
NW_003574205.1,1,22220,0,0,0,0,0,0
NW_003574206.1,1,20656,0,0,0,0,0,0
NW_003574207.1,1,20639,0,0,0,0,0,0
NW_003574208.1,1,20634,0,0,0,0,0,0
NW_003574209.1,1,20615,0,0,0,0,0,0
NW_003574210.1,1,20560,0,0,0,0,0,0
NW_003574211.1,1,20476,0,0,0,0,0,0
NW_003574212.1,1,20475,0,0,0,0,0,0
NW_003574213.1,1,20441,0,0,0,0,0,0
NW_003574214.1,1,20072,0,0,0,0,0,0
NW_003574215.1,1,20661,0,0,0,0,0,0
NW_003574216.1,1,19967,0,0,0,0,0,0
NW_003574217.1,1,25584,0,0,0,0,0,0
NW_003574218.1,1,19926,0,0,0,0,0,0
NW_003574219.1,1,19858,0,0,0,0,0,0
NW_003574220.1,1,19659,0,0,0,0,0,0
NW_003574221.1,1,19584,0,0,0,0,0,0
NW_003574222.1,1,19572,0,0,0,0,0,0
NW_003574223.1,1,19523,0,0,0,0,0,0
NW_003574224.1,1,19701,0,0,0,0,0,0
NW_003574225.1,1,19460,0,0,0,0,0,0
NW_003574226.1,1,19424,0,0,0,0,0,0
NW_003574227.1,1,19858,0,0,0,0,0,0
NW_003574228.1,1,19355,0,0,0,0,0,0
NW_003574229.1,1,19320,0,0,0,0,0,0
NW_003574230.1,1,19557,0,0,0,0,0,0
NW_003574231.1,1,20347,0,0,0,0,0,0
NW_003574232.1,1,19068,0,0,0,0,0,0
NW_003574233.1,1,19052,0,0,0,0,0,0
NW_003574234.1,1,19232,0,0,0,0,0,0
NW_003574235.1,1,19165,0,0,0,0,0,0
NW_003574236.1,1,19420,0,0,0,0,0,0
NW_003574238.1,1,18770,0,0,0,0,0,0
NW_003574239.1,1,19255,0,0,0,0,0,0
NW_003574240.1,1,18695,0,0,0,0,0,0
NW_003574241.1,1,18823,0,0,0,0,0,0
NW_003574242.1,1,18532,0,0,0,0,0,0
NW_003574243.1,1,18487,0,0,0,0,0,0
NW_003574244.1,1,18374,0,0,0,0,0,0
NW_003574245.1,1,18337,0,0,0,0,0,0
NW_003574246.1,1,18331,0,0,0,0,0,0
NW_003574247.1,1,18211,0,0,0,0,0,0
NW_003574248.1,1,18258,0,0,0,0,0,0
NW_003574249.1,1,18158,0,0,0,0,0,0
NW_003574250.1,1,17921,0,0,0,0,0,0
NW_003574251.1,1,17827,0,0,0,0,0,0
NW_003574252.1,1,23144,0,0,0,0,0,0
NW_003574253.1,1,17641,0,0,0,0,0,0
NW_003574254.1,1,20171,0,0,0,0,0,0
NW_003574255.1,1,17594,0,0,0,0,0,0
NW_003574256.1,1,17550,0,0,0,0,0,0
NW_003574257.1,1,17625,0,0,0,0,0,0
NW_003574258.1,1,18376,0,0,0,0,0,0
NW_003574259.1,1,17409,0,0,0,0,0,0
NW_003574260.1,1,17319,0,0,0,0,0,0
NW_003574261.1,1,17263,0,0,0,0,0,0
NW_003574262.1,1,17180,0,0,0,0,0,0
NW_003574263.1,1,17714,0,0,0,0,0,0
NW_003574264.1,1,17012,0,0,0,0,0,0
NW_003574265.1,1,16932,0,0,0,0,0,0
NW_003574266.1,1,16932,0,0,0,0,0,0
NW_003574267.1,1,16815,0,0,0,0,0,0
NW_003574268.1,1,16790,0,0,0,0,0,0
NW_003574269.1,1,16783,0,0,0,0,0,0
NW_003574270.1,1,17967,0,0,0,0,0,0
NW_003574271.1,1,17533,0,0,0,0,0,0
NW_003574272.1,1,42135,0,0,0,0,0,0
NW_003574273.1,1,16549,0,0,0,0,0,0
NW_003574274.1,1,16540,0,0,0,0,0,0
NW_003574275.1,1,16517,0,0,0,0,0,0
NW_003574276.1,1,16460,0,0,0,0,0,0
NW_003574277.1,1,16423,0,0,0,0,0,0
NW_003574278.1,1,16357,0,0,0,0,0,0
NW_003574279.1,1,16335,0,0,0,0,0,0
NW_003574280.1,1,16313,0,0,0,0,0,0
NW_003574281.1,1,16229,0,0,0,0,0,0
NW_003574282.1,1,16205,0,0,0,0,0,0
NW_003574283.1,1,16192,0,0,0,0,0,0
NW_003574284.1,1,16189,0,0,0,0,0,0
NW_003574285.1,1,16172,0,0,0,0,0,0
NW_003574286.1,1,16172,0,0,0,0,0,0
NW_003574287.1,1,16139,0,0,0,0,0,0
NW_003574288.1,1,16119,0,0,0,0,0,0
NW_003574289.1,1,16112,0,0,0,0,0,0
NW_003574290.1,1,15984,0,0,0,0,0,0
NW_003574291.1,1,17038,0,0,0,0,0,0
NW_003574292.1,1,15939,0,0,0,0,0,0
NW_003574293.1,1,15927,0,0,0,0,0,0
NW_003574294.1,1,16091,0,0,0,0,0,0
NW_003574295.1,1,15789,0,0,0,0,0,0
NW_003574296.1,1,15632,0,0,0,0,0,0
NW_003574297.1,1,15573,0,0,0,0,0,0
NW_003574298.1,1,15562,0,0,0,0,0,0
NW_003574299.1,1,15549,0,0,0,0,0,0
NW_003574300.1,1,15520,0,0,0,0,0,0
NW_003574301.1,1,16581,0,0,0,0,0,0
NW_003574302.1,1,15470,0,0,0,0,0,0
NW_003574303.1,1,15463,0,0,0,0,0,0
NW_003574304.1,1,15333,0,0,0,0,0,0
NW_003574305.1,1,15300,0,0,0,0,0,0
NW_003574306.1,1,16436,0,0,0,0,0,0
NW_003574307.1,1,15295,0,0,0,0,0,0
NW_003574308.1,1,15225,0,0,0,0,0,0
NW_003574309.1,1,15224,0,0,0,0,0,0
NW_003574310.1,1,15223,0,0,0,0,0,0
NW_003574311.1,1,15184,0,0,0,0,0,0
NW_003574312.1,1,15233,0,0,0,0,0,0
NW_003574313.1,1,15125,0,0,0,0,0,0
NW_003574314.1,1,15116,0,0,0,0,0,0
NW_003574315.1,1,16840,0,0,0,0,0,0
NW_003574316.1,1,15786,0,0,0,0,0,0
NW_003574317.1,1,15100,0,0,0,0,0,0
NW_003574318.1,1,15099,0,0,0,0,0,0
NW_003574319.1,1,15195,0,0,0,0,0,0
NW_003574320.1,1,15092,0,0,0,0,0,0
NW_003574321.1,1,15025,0,0,0,0,0,0
NW_003574322.1,1,15103,0,0,0,0,0,0
NW_003574323.1,1,15297,0,0,0,0,0,0
NW_003574324.1,1,14967,0,0,0,0,0,0
NW_003574325.1,1,14964,0,0,0,0,0,0
NW_003574326.1,1,16073,0,0,0,0,0,0
NW_003574327.1,1,18183,0,0,0,0,0,0
NW_003574328.1,1,14887,0,0,0,0,0,0
NW_003574329.1,1,14864,0,0,0,0,0,0
NW_003574330.1,1,14861,0,0,0,0,0,0
NW_003574331.1,1,14819,0,0,0,0,0,0
NW_003574332.1,1,15603,0,0,0,0,0,0
NW_003574333.1,1,14763,0,0,0,0,0,0
NW_003574334.1,1,14760,0,0,0,0,0,0
NW_003574335.1,1,14660,0,0,0,0,0,0
NW_003574336.1,1,14517,0,0,0,0,0,0
NW_003574337.1,1,15631,0,0,0,0,0,0
NW_003574338.1,1,44703,0,0,0,0,0,0
NW_003574339.1,1,14408,0,0,0,0,0,0
NW_003574340.1,1,14696,0,0,0,0,0,0
NW_003574341.1,1,14352,0,0,0,0,0,0
NW_003574342.1,1,14293,0,0,0,0,0,0
NW_003574343.1,1,14274,0,0,0,0,0,0
NW_003574344.1,1,14268,0,0,0,0,0,0
NW_003574345.1,1,14265,0,0,0,0,0,0
NW_003574346.1,1,14367,0,0,0,0,0,0
NW_003574347.1,1,14233,0,0,0,0,0,0
NW_003574348.1,1,14149,0,0,0,0,0,0
NW_003574349.1,1,14134,0,0,0,0,0,0
NW_003574350.1,1,14132,0,0,0,0,0,0
NW_003574351.1,1,14121,0,0,0,0,0,0
NW_003574352.1,1,14064,0,0,0,0,0,0
NW_003574353.1,1,14032,0,0,0,0,0,0
NW_003574354.1,1,14030,0,0,0,0,0,0
NW_003574355.1,1,16235,0,0,0,0,0,0
NW_003574356.1,1,14017,0,0,0,0,0,0
NW_003574357.1,1,14005,0,0,0,0,0,0
NW_003574358.1,1,13985,0,0,0,0,0,0
NW_003574359.1,1,28829,0,0,0,0,0,0
NW_003574360.1,1,13947,0,0,0,0,0,0
NW_003574361.1,1,13938,0,0,0,0,0,0
NW_003574362.1,1,14858,0,0,0,0,0,0
NW_003574363.1,1,13857,0,0,0,0,0,0
NW_003574364.1,1,14257,0,0,0,0,0,0
NW_003574365.1,1,13813,0,0,0,0,0,0
NW_003574366.1,1,13805,0,0,0,0,0,0
NW_003574367.1,1,13772,0,0,0,0,0,0
NW_003574368.1,1,13759,0,0,0,0,0,0
NW_003574369.1,1,13756,0,0,0,0,0,0
NW_003574370.1,1,13733,0,0,0,0,0,0
NW_003574371.1,1,13680,0,0,0,0,0,0
NW_003574372.1,1,13668,0,0,0,0,0,0
NW_003574373.1,1,15425,0,0,0,0,0,0
NW_003574374.1,1,13613,0,0,0,0,0,0
NW_003574375.1,1,13603,0,0,0,0,0,0
NW_003574376.1,1,13599,0,0,0,0,0,0
NW_003574377.1,1,13583,0,0,0,0,0,0
NW_003574378.1,1,13574,0,0,0,0,0,0
NW_003574379.1,1,13674,0,0,0,0,0,0
NW_003574380.1,1,13510,0,0,0,0,0,0
NW_003574381.1,1,13503,0,0,0,0,0,0
NW_003574382.1,1,13492,0,0,0,0,0,0
NW_003574383.1,1,17293,0,0,0,0,0,0
NW_003574384.1,1,13455,0,0,0,0,0,0
NW_003574385.1,1,13415,0,0,0,0,0,0
NW_003574386.1,1,13413,0,0,0,0,0,0
NW_003574387.1,1,14369,0,0,0,0,0,0
NW_003574388.1,1,13401,0,0,0,0,0,0
NW_003574389.1,1,13385,0,0,0,0,0,0
NW_003574390.1,1,13365,0,0,0,0,0,0
NW_003574391.1,1,13339,0,0,0,0,0,0
NW_003574392.1,1,13258,0,0,0,0,0,0
NW_003574393.1,1,13210,0,0,0,0,0,0
NW_003574394.1,1,13207,0,0,0,0,0,0
NW_003574395.1,1,13189,0,0,0,0,0,0
NW_003574396.1,1,13165,0,0,0,0,0,0
NW_003574397.1,1,13128,0,0,0,0,0,0
NW_003574398.1,1,13120,0,0,0,0,0,0
NW_003574399.1,1,13110,0,0,0,0,0,0
NW_003574400.1,1,13048,0,0,0,0,0,0
NW_003574401.1,1,17305,0,0,0,0,0,0
NW_003574402.1,1,13003,0,0,0,0,0,0
NW_003574403.1,1,12985,0,0,0,0,0,0
NW_003574404.1,1,12958,0,0,0,0,0,0
NW_003574405.1,1,12937,0,0,0,0,0,0
NW_003574406.1,1,12924,0,0,0,0,0,0
NW_003574407.1,1,12921,0,0,0,0,0,0
NW_003574408.1,1,12917,0,0,0,0,0,0
NW_003574409.1,1,12906,0,0,0,0,0,0
NW_003574410.1,1,14486,0,0,0,0,0,0
NW_003574411.1,1,12897,0,0,0,0,0,0
NW_003574412.1,1,12884,0,0,0,0,0,0
NW_003574413.1,1,12863,0,0,0,0,0,0
NW_003574414.1,1,12832,0,0,0,0,0,0
NW_003574415.1,1,12824,0,0,0,0,0,0
NW_003574416.1,1,12787,0,0,0,0,0,0
NW_003574417.1,1,12784,0,0,0,0,0,0
NW_003574418.1,1,14958,0,0,0,0,0,0
NW_003574419.1,1,12778,0,0,0,0,0,0
NW_003574420.1,1,12770,0,0,0,0,0,0
NW_003574421.1,1,12742,0,0,0,0,0,0
NW_003574422.1,1,12725,0,0,0,0,0,0
NW_003574423.1,1,12721,0,0,0,0,0,0
NW_003574424.1,1,12706,0,0,0,0,0,0
NW_003574425.1,1,12700,0,0,0,0,0,0
NW_003574426.1,1,12678,0,0,0,0,0,0
NW_003574427.1,1,12668,0,0,0,0,0,0
NW_003574428.1,1,14034,0,0,0,0,0,0
NW_003574429.1,1,12648,0,0,0,0,0,0
NW_003574430.1,1,12637,0,0,0,0,0,0
NW_003574431.1,1,12610,0,0,0,0,0,0
